app_name,task_desc,hash,original_actions,groundtruth_actions,trimmed_actions,correct_actions,total_actions,precision,all_correct,task_completed,prefix_complete,end_correctly,last_action_eval,is_achieved,guardian_actions,action_evals
camera,rotate right the last picture I took and save it as pic4.jpg,bb56b10db2d289f022cb73cbcf16c96a8387c5484d1596b4d26438dae515e336,15,6,15,1,15,0.06666666666666667,False,False,0.0,False,False,False,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""View last captured media""
-ACTION 3: touched on button that has content-desc ""Settings""
-ACTION 4: touched on button that has text ""Customize colors (Locked)""
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
camera,set photo compression quality to 50%,5ba4dd4cd25c4a44cbe5072e5e656ca0483d95facd7b93b455d5395dd460b887,15,3,15,1,15,0.06666666666666667,False,False,0.0,False,False,False,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Customize colors (Locked)""
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[False, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
camera,take a selfie,0d9c616066f560809bc32ed80dffecc58a6d80ad360142aff2344f6d820d6b33,16,2,2,1,2,0.5,False,True,0.0,False,False,True,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""Toggle front/back camera""","[False, True]"
camera,take a short selfie video,dd5256dd5a2bcd685d3f70436e64d9c4d8490efe8c3566bd0538227554b097bf,15,4,15,3,15,0.2,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Customize colors (Locked)""
-ACTION 2: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 3: touched on button that has content-desc ""Shutter""
-ACTION 4: touched on button that has content-desc ""Shutter""
-ACTION 5: touched on button that has content-desc ""Toggle the flashlight mode""
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 8: touched on button that has text ""Video""
-ACTION 9: touched on button that has content-desc ""Toggle front/back camera""
-ACTION 10: touched on button that has text ""Video""
-ACTION 11: touched on button that has content-desc ""Video""
-ACTION 12: touched on button that has content-desc ""Shutter""
-ACTION 13: touched on button that has content-desc ""Toggle the timer mode""
-ACTION 14: touched on button that has text ""Video""
-ACTION 15: touched on button that has content-desc ""Video""
- ACTION 16: Task completed?
","[False, True, True, False, False, False, False, True, False, False, False, False, False, False, False]"
camera,use volume button as shutter,c2b4688591cf1f1d7c0406d59dcfd8bb4d1886c54f2bcd9f2e064d0a7c966e0b,16,2,2,0,2,0.0,False,True,0.0,False,False,True,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""Shutter""","[False, False]"
clock,Do not prevent the phone from entering sleep mode when the application is running in the foreground,b07c4ee0dd001c65590eee43e80fc2f27d8e9989a3df6c88383fab503a5d789e,15,2,15,0,15,0.0,False,False,0.0,False,False,False,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: pressed ""BACK"" button to navigate back
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
clock,Set the snooze time to 5 minute,92c4b3d295c3654b900541bdbbd6b096d9943a117e7c9abe8ad5d8c0e0d09578,15,3,15,0,15,0.0,False,False,0.0,False,False,False,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: pressed ""BACK"" button to navigate back
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
clock,Set the sorting order for alarms by 'Day and Alarm time',668d431af05d31bed0108a7ea78ea794f656fe312b49a00a4f971956dbef116a,16,4,4,1,4,0.25,False,True,0.25,False,False,True,"-ACTION 1: touched on button that has text ""OK""
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Start week on Sunday""
-ACTION 4: touched on button that has text ""Language""","[True, False, False, False]"
clock,add a new timer of 5:00,9bcdd076f5562c7d4200011ee038d21f4b1fdaab18fdcb11618cd7e505ea2fdb,16,2,2,1,2,0.5,False,True,0.0,False,False,True,"-ACTION 1: touched on button that has text ""Cancel""
-ACTION 2: touched on button that has text ""Timer""","[False, True]"
clock,change alarm max reminder duration to 1 minute,ffb6293f8b9360e162200efa7e35a734591d6562d936aaa6c3cf02e9d885d1c9,16,3,3,1,3,0.3333333333333333,False,True,0.0,False,False,True,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has text ""Cancel""
-ACTION 3: touched on button that has content-desc ""Settings""","[False, False, True]"
clock,change timer max reminder duration to 5 minutes,a516dfb18dd4a274cc98e0e0496cecc8cfbdd66af186cc64d37b947585e3faff,12,3,12,0,12,0.0,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has class name ""android.widget.ImageButton""
-ACTION 2: touched on button that has text ""Timer""
-ACTION 3: touched on button that has content-desc ""New Timer""
-ACTION 4: touched on button that has text ""05:00""
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: filled a focused textfield that has text ""Study Session"" with the text ""5 minutes""
-ACTION 7: touched on button that has text ""05:00""
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: touched on button that has text ""Argon""
-ACTION 10: scrolled
-ACTION 11: scrolled
-ACTION 12: touched on button that has text ""Rooster Alarm""
-ACTION 13: touched on button that has text ""Scandium""
-ACTION 14: touched on button that has text ""Piezo Alarm""
-ACTION 15: scrolled
- ACTION 16: Task completed?
","[False, False, False, False, False, False, False, False, False, False, False, False]"
clock,check the frequently asked questions,85714a746e19e3891e08dbeba826abb0e3a3c70d95d3eeccffdc80311c43b068,15,2,15,0,15,0.0,False,False,0.0,False,False,False,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: pressed ""BACK"" button to navigate back
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
clock,disable 'start week on sunday',e20ae11f388ec33d188ebc900d886b75baa997d9bcf51c9d9de57bf652e22c34,16,2,2,1,2,0.5,False,True,0.0,False,False,True,"-ACTION 1: scrolled
-ACTION 2: touched on button that has content-desc ""Settings""","[False, True]"
clock,open the clock page,d32b7330ba63a76650a6021ba77bd192ebf8235a3930fe035fd08246ea847fa5,15,1,15,0,15,0.0,False,False,0.0,False,False,False,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: pressed ""BACK"" button to navigate back
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: pressed ""BACK"" button to navigate back
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
clock,turn off always use same snooze time,67c41fd75ea7b8ea660a75895f3235febc71e2e4055223b024c9ad85f5646eab,14,2,14,1,14,0.07142857142857142,False,False,0.07142857142857142,False,False,False,"-ACTION 1: scrolled
-ACTION 2: touched on button that has content-desc ""Settings""
-ACTION 3: touched on button that has text ""Prevent phone from sleeping while the app is in foreground""
-ACTION 4: touched on button that has text ""Start week on Sunday""
-ACTION 5: touched on button that has text ""Language""
-ACTION 6: touched on button that has text ""7:00 am""
-ACTION 7: touched on button that has text ""Vibrate""
-ACTION 8: touched on button that has text ""Default (Cesium)""
-ACTION 9: touched on button that has text ""Cancel""
-ACTION 10: touched on button that has text ""Vibrate""
-ACTION 11: touched on button that has text ""Default (Cesium)""
-ACTION 12: touched on button that has text ""OK""
-ACTION 13: touched on button that has text ""Vibrate""
-ACTION 14: touched on button that has text ""Default (Cesium)""
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
clock,turn off increase volume gradually,9e3b51da42a981c5ace6b756a9abf81bcc8c9b66ecdab3ce2498aafe76804bd0,16,2,2,0,2,0.0,False,True,0.0,False,False,True,"-ACTION 1: scrolled
-ACTION 2: touched on button that has text ""Clock""","[False, False]"
clock,turn on the '7:00 am' alarm clock vibration function,06c335c7f4253938f1e393331717214385a3a961bed16841b515c575dd190818,15,5,15,1,15,0.06666666666666667,False,False,0.06666666666666667,False,False,False,"-ACTION 1: touched on button that has text ""7:00 am""
-ACTION 2: touched on button that has text ""7:00 am""
-ACTION 3: touched on button that has content-desc ""7 o'clock""
-ACTION 4: touched on button that has content-desc ""7 o'clock""
-ACTION 5: touched on button that has content-desc ""7 o'clock""
-ACTION 6: touched on button that has content-desc ""2 o'clock""
-ACTION 7: touched on button that has content-desc ""2 o'clock""
-ACTION 8: touched on button that has content-desc ""9 o'clock""
-ACTION 9: touched on button that has content-desc ""9 o'clock""
-ACTION 10: touched on button that has content-desc ""1 o'clock""
-ACTION 11: touched on button that has content-desc ""1 o'clock""
-ACTION 12: touched on button that has content-desc ""8 o'clock""
-ACTION 13: touched on button that has content-desc ""8 o'clock""
-ACTION 14: touched on button that has content-desc ""11 o'clock""
-ACTION 15: touched on button that has text ""AM""
- ACTION 16: Task completed?
","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
contacts,Add contact Bob to Favorites,aa2e9c926fc50918969448be5c233bb21a456a4865445ca3bced90cf4789fbee,15,2,15,1,15,0.06666666666666667,False,False,0.06666666666666667,False,False,False,"-ACTION 1: touched on button that has content-desc ""Toggle favorite""
-ACTION 2: touched on button that has content-desc ""Toggle favorite""
-ACTION 3: touched on button that has content-desc ""More options""
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: touched on button that has content-desc ""Edit contact""
-ACTION 6: touched on button that has content-desc ""Toggle favorite""
-ACTION 7: touched on button that has content-desc ""More options""
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: touched on button that has content-desc ""Save""
-ACTION 10: touched on button that has content-desc ""Toggle favorite""
-ACTION 11: touched on button that has content-desc ""Share""
-ACTION 12: touched on button that has content-desc ""Delete""
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: touched on button that has class name ""android.widget.ImageButton""
-ACTION 15: touched on button that has text ""Bob, Stephen""
- ACTION 16: Task completed?
","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
contacts,Change Bob's mobile number from '222222' to '12345678900',749b0709e0f7bcf9c9ba81dccd6c48720055053882d5d99893f19fe669df7516,15,4,15,2,15,0.13333333333333333,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Mobile""
-ACTION 2: touched on button that has text ""Bob, Stephen""
-ACTION 3: touched on button that has content-desc ""Edit contact""
-ACTION 4: filled a focused textfield that has text ""Number"" with the text ""12345678900""
-ACTION 5: touched on button that has text ""Mobile""
-ACTION 6: touched on button that has text ""Mobile""
-ACTION 7: filled a focused textfield that has text ""Bob"" with the text ""12345678900""
-ACTION 8: touched on button that has content-desc ""More options""
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: filled a focused textfield that has text ""Stephen"" with the text ""12345678900""
-ACTION 11: touched on button that has class name ""android.widget.ImageButton""
-ACTION 12: touched on button that has content-desc ""Edit contact""
-ACTION 13: touched on button that has resource-id ""contact_numbers_add_new""
-ACTION 14: filled a focused textfield that has text ""Bob"" with the text ""12345678900""
-ACTION 15: touched on button that has content-desc ""More options""
- ACTION 16: Task completed?
","[False, False, True, False, False, False, True, False, False, False, False, False, False, False, False]"
contacts,Change the font size of the Contacts app to medium,1259c4b6781c4bcfbfb14cbc350042509a291ed19c22d774063962aa26a13b99,15,4,15,3,15,0.2,False,False,0.2,False,False,False,"-ACTION 1: touched on button that has content-desc ""Settings""
-ACTION 2: touched on button that has text ""Font size""
-ACTION 3: touched on button that has text ""Medium""
-ACTION 4: touched on button that has text ""Customize colors""
-ACTION 5: touched on button that has text ""Text color""
-ACTION 6: filled a focused textfield that has text ""2D2D2D"" with the text ""medium""
-ACTION 7: touched on button that has class name ""android.widget.ImageView""
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: touched on button that has text ""Theme""
-ACTION 11: touched on button that has text ""System default (Material You)""
-ACTION 12: touched on button that has text ""Theme""
-ACTION 13: touched on button that has text ""Custom""
-ACTION 14: touched on button that has class name ""android.widget.ImageButton""
-ACTION 15: touched on button that has text ""Language""
- ACTION 16: Task completed?
","[True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]"
contacts,Change theme color to light,11a062dc6dffce8acf85d276048014f2d7e3789ce92578de394b7d7b52ec1df0,16,7,7,4,7,0.5714285714285714,False,True,0.5714285714285714,False,False,True,"-ACTION 1: touched on button that has content-desc ""Settings""
-ACTION 2: touched on button that has text ""Customize colors""
-ACTION 3: touched on button that has text ""Theme""
-ACTION 4: touched on button that has text ""Light""
-ACTION 5: touched on button that has text ""Text color""
-ACTION 6: filled a focused textfield that has text ""2D2D2D"" with the text ""#FFFFFF""
-ACTION 7: pressed ""BACK"" button to navigate back","[True, True, True, True, False, False, False]"
contacts,"Create a new contact Stephen Bob, mobile number 12345678900",18cde5980976b09b102b72f99557b7097af823933ead6ee68767ff2c6d9dfcef,15,5,15,3,15,0.2,False,False,0.0,False,False,False,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: touched on button that has content-desc ""Create new contact""
-ACTION 3: filled a focused textfield that has text ""First name"" with the text ""Stephen Bob""
-ACTION 4: filled a focused textfield that has text ""Surname"" with the text ""Stephen Bob""
-ACTION 5: touched on button that has class name ""android.widget.ImageButton""
-ACTION 6: touched on button that has content-desc ""More options""
-ACTION 7: touched on button that has text ""Settings""
-ACTION 8: touched on button that has text ""Customize colors""
-ACTION 9: touched on button that has class name ""android.widget.ImageButton""
-ACTION 10: touched on button that has text ""Manage shown contact fields""
-ACTION 11: touched on button that has text ""First name""
-ACTION 12: touched on button that has text ""Phone numbers""
-ACTION 13: touched on button that has text ""Nickname""
-ACTION 14: touched on button that has text ""Prefix""
-ACTION 15: touched on button that has text ""Emails""
- ACTION 16: Task completed?
","[False, True, True, True, False, False, False, False, False, False, False, False, False, False, False]"
contacts,"Create a new group 'Classmates',add Alice,Bob and Jack to the new group, and text to the group 'GatheringInTheOldPlace'",96e0d89b6c91e87b3b716b3b3f9127fc16be2fc6e2fc64a648cb619c0ccc9e06,16,16,16,6,16,0.375,False,False,0.1875,False,False,False,"-ACTION 1: touched on button that has text ""Groups""
-ACTION 2: touched on button that has content-desc ""Create group""
-ACTION 3: filled a focused textfield that has text ""Title"" with the text ""Classmates""
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: touched on button that has text ""Classmates (4)""
-ACTION 7: touched on button that has resource-id ""group_contacts_fab""
-ACTION 8: touched on button that has text ""Alice""
-ACTION 9: touched on button that has text ""Bob, Stephen""
-ACTION 10: touched on button that has text ""Green, Jade""
-ACTION 11: touched on button that has text ""Smith, John""
-ACTION 12: touched on button that has text ""B
G
S
A""
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: touched on button that has class name ""android.widget.ImageButton""
-ACTION 15: touched on button that has text ""Contacts""
- ACTION 19: Task completed?
","[True, True, True, False, False, False, False, True, False, False, False, True, True, False, False, False]"
contacts,Delete contact Bob,c66b84782c2efad98e00a69173b7def1fe72688df3ebc51b054f659eb716bf1c,15,3,15,2,15,0.13333333333333333,False,False,0.0,False,False,False,"-ACTION 1: pressed ""BACK"" button to navigate back
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: touched on button that has text ""Stephen Bob""
-ACTION 4: touched on button that has content-desc ""Delete""
-ACTION 5: pressed ""BACK"" button to navigate back
-ACTION 6: touched on button that has content-desc ""Edit contact""
-ACTION 7: filled a focused textfield that has text ""Bob"" with the text ""Bob""
-ACTION 8: touched on button that has content-desc ""Delete""
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: touched on button that has content-desc ""More options""
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[False, False, False, True, False, False, True, False, False, False, False, False, False, False, False]"
contacts,Disable showing the dial pad button on the main screen,dcf5d39c1473f55c74c92c11092dd995b2a68d23c9c0340047bbcecbb97e8fd6,15,3,15,2,15,0.13333333333333333,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Cancel""
-ACTION 2: touched on button that has content-desc ""Dialpad""
-ACTION 3: touched on button that has content-desc ""More options""
-ACTION 4: touched on button that has content-desc ""Create group""
-ACTION 5: touched on button that has content-desc ""Settings""
-ACTION 6: touched on button that has text ""Contacts""
-ACTION 7: touched on button that has text ""Favorites""
-ACTION 8: touched on button that has text ""Classmates (4)""
-ACTION 9: touched on button that has resource-id ""top_toolbar_search_icon""
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: pressed ""BACK"" button to navigate back
-ACTION 13: pressed ""BACK"" button to navigate back
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: pressed ""BACK"" button to navigate back
- ACTION 16: Task completed?
","[False, False, True, False, True, False, False, False, False, False, False, False, False, False, False]"
contacts,Export contacts to a .vcf file 'classmate.vcf'',c675f2e6b45292eb1e6e382bbfcc3cd0c7a06164012ec912280ecb965bb87da7,15,5,15,3,15,0.2,False,False,0.06666666666666667,False,False,False,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: touched on button that has content-desc ""More options""
-ACTION 3: touched on button that has text ""Export contacts to a .vcf file""
-ACTION 4: touched on button that has text ""Phone storage (5)""
-ACTION 5: touched on button that has text ""Phone storage (not visible by other apps) (0)""
-ACTION 6: filled a focused textfield that has text ""contacts_2024_10_05_04_09_20"" with the text ""classmate.vcf""
-ACTION 7: pressed ""BACK"" button to navigate back
-ACTION 8: pressed ""BACK"" button to navigate back
-ACTION 9: touched on button that has content-desc ""Sort by""
-ACTION 10: touched on button that has text ""OK""
-ACTION 11: touched on button that has content-desc ""Filter""
-ACTION 12: touched on button that has text ""Phone storage (5)""
-ACTION 13: touched on button that has text ""Phone storage (not visible by other apps) (0)""
-ACTION 14: pressed ""BACK"" button to navigate back
-ACTION 15: touched on button that has content-desc ""Create new contact""
- ACTION 16: Task completed?
","[True, False, True, False, False, False, False, False, False, True, False, False, False, False, False]"
contacts,Open Bob's information page and call him,4ef98de0b3e59e9e3f5562b8be9646df5cbf517ebd2fbcd6c3c227b8032fa36d,19,2,2,2,2,1.0,True,True,1.0,False,False,True,"-ACTION 1: touched on button that has text ""Contacts""
-ACTION 2: touched on button that has text ""Bob, Stephen""","[True, True]"
contacts,Open dialpad and call 911,3f70d4da52a3c7614d7137f8fee9c5294ff4d95ed58d4bce647de12d2872921a,15,5,15,1,15,0.06666666666666667,False,False,0.06666666666666667,False,False,False,"-ACTION 1: touched on button that has content-desc ""Dialpad""
-ACTION 2: touched on button that has content-desc ""Create new contact""
-ACTION 3: touched on button that has content-desc ""More options""
-ACTION 4: pressed ""BACK"" button to navigate back
-ACTION 5: touched on button that has content-desc ""Save""
-ACTION 6: touched on button that has resource-id ""contact_numbers_add_new""
-ACTION 7: touched on button that has resource-id ""default_toggle_icon""
-ACTION 8: touched on button that has text ""Mobile""
-ACTION 9: pressed ""BACK"" button to navigate back
-ACTION 10: touched on button that has content-desc ""Toggle favorite""
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: touched on button that has class name ""android.widget.ImageButton""
-ACTION 13: touched on button that has resource-id ""top_toolbar_search_icon""
-ACTION 14: touched on button that has content-desc ""More options""
-ACTION 15: touched on button that has text ""Settings""
- ACTION 16: Task completed?
","[True, False, False, False, False, False, False, False, False, False, False, False, False, False, False]"
contacts,Send a text message to Bob with the following content:'Goodmorning',02fede669084d4e1fb1dbfeb81821f96b3c7b8377e312cf5eaa0d06d7eac2636,16,4,16,2,16,0.125,False,False,0.0,False,False,False,"-ACTION 1: touched on button that has text ""Bob, Stephen""
-ACTION 2: touched on button that has content-desc ""Send SMS""
-ACTION 3: touched on button that has content-desc ""Share""
-ACTION 4: touched on button that has content-desc ""Call contact""
-ACTION 5: touched on button that has text ""12345678900""
-ACTION 6: touched on button that has content-desc ""Edit contact""
-ACTION 7: touched on button that has content-desc ""More options""
-ACTION 8: touched on button that has text ""Phone storage""
-ACTION 9: touched on button that has content-desc ""Toggle favorite""
-ACTION 10: pressed ""BACK"" button to navigate back
-ACTION 11: pressed ""BACK"" button to navigate back
-ACTION 12: touched on button that has text ""B
G
S
A""
-ACTION 13: touched on button that has text ""Alice""
-ACTION 14: touched on button that has content-desc ""Send SMS""
-ACTION 15: touched on button that has content-desc ""Share""
- ACTION 19: Task completed?
","[False, True, False, False, False, False, False, False, False, False, False, False, True, False, False, False]"
contacts,"Sort contacts based on ""Date created"" in descending order",e34e28f173cbff72e143303dd7249862009b0653f5be9958fd48b0a03e889140,16,4,4,3,4,0.75,False,True,0.0,False,False,True,"-ACTION 1: touched on button that has text ""Manage shown tabs""
-ACTION 2: touched on button that has content-desc ""Sort by""
-ACTION 3: touched on button that has text ""Date created""
-ACTION 4: touched on button that has text ""Descending""","[False, True, True, True]"
contacts,show phone numbers in the list view,cde155cc166f5a0f90ec266cb307b2b6a352c7e49689409c6cb400ff5a355e47,16,3,3,0,3,0.0,False,True,0.0,False,False,True,"-ACTION 1: touched on button that has text ""Bob, Stephen""
-ACTION 2: touched on button that has text ""Bob, Stephen""
-ACTION 3: touched on button that has text ""12345678900""","[False, False, False]"
dialer,Modify Alice's mobile number to 1234567890 and save it,b5ff699136aea2157f4eaf8b7cd69731ab72fec17cd94805fb7ca6c9e59a816a,16,4,16,3,16,0.1875,False,False,0.1875,False,False,False,"-ACTION 1: touched on button that has text ""Alice""
-ACTION 2: touched on button that has text ""A
J
S""
-ACTION 3: touched on button that has content-desc ""Dialpad""
-ACTION 4: touched on button that has text ""Alice""
-ACTION 5: touched on button that has text ""Jack""
-ACTION 6: touched on button that has text ""Jade Green""
-ACTION 7: touched on button that has text ""John Smith""
-ACTION 8: touched on button that has content-desc ""One""
-ACTION 9: touched on button that has content-desc ""Add number to contact""
-ACTION 10: filled a focused textfield that has text """" with the text ""1234567890""
-ACTION 11: touched on button that has text ""Alice""
-ACTION 12: touched on button that has content-desc ""One""
-ACTION 13: touched on button that has content-desc ""Add number to contact""
-ACTION 14: touched on button that has content-desc ""Two""
-ACTION 15: touched on button that has content-desc ""Three""
- ACTION 18: Task completed?
","[True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False]"
dialer,Sort contacts by first name,2813e21d32a5a7d3eb0eacc7ead08488c1db495d2625c77b8b574020bcdce272,18,4,4,2,4,0.5,False,True,0.5,False,False,True,"-ACTION 1: touched on button that has content-desc ""Sort by""
-ACTION 2: touched on button that has text ""First name""
-ACTION 3: touched on button that has text ""Middle name""
-ACTION 4: touched on button that has text ""Surname""","[True, True, False, False]"
dialer,Switch custom colors to light and save it,0f81096de2e16d025f271c68ef8748f032784d2289de40284a8230ff84e953f5,16,7,7,5,7,0.7142857142857143,False,True,0.0,False,False,True,"-ACTION 1: touched on button that has content-desc ""More options""
-ACTION 2: pressed ""BACK"" button to navigate back
-ACTION 3: touched on button that has content-desc ""Settings""
-ACTION 4: touched on button that has text ""Customize colors""
-ACTION 5: touched on button that has text ""Theme""
-ACTION 6: touched on button that has text ""Custom""
-ACTION 7: touched on button that has text ""Theme""","[False, False, True, True, True, True, True]"
dialer,add contact Alice to favorites,401db5d08189744fa4a86652100f9699225cbe1bf882fe3a81452a10fd9aacbf,20,2,2,1,2,0.5,False,True,0.5,False,False,True,"-ACTION 1: touched on button that has text ""Alice""
-ACTION 2: touched on button that has text ""A","[True, False]"
